date_time,location,num_cases,num_diseased,num_recovered,num_infected,num_infected_in_hospital,num_infected_in_house
2021-01-18,Bogotá D.C.-Bogotá d C.,4704.0,85.0,0.0,4612.0,97.0,4515.0
2021-01-19,Bogotá D.C.-Bogotá d C.,5714.0,75.0,0.0,5636.0,106.0,5530.0
2021-01-20,Bogotá D.C.-Bogotá d C.,4455.0,56.0,0.0,4392.0,98.0,4294.0
2021-01-21,Bogotá D.C.-Bogotá d C.,4826.0,62.0,0.0,4759.0,95.0,4664.0
2021-01-22,Bogotá D.C.-Bogotá d C.,4209.0,65.0,0.0,4139.0,121.0,4018.0
2021-01-23,Bogotá D.C.-Bogotá d C.,4084.0,54.0,0.0,4029.0,109.0,3920.0
2021-01-24,Bogotá D.C.-Bogotá d C.,2666.0,27.0,0.0,2638.0,68.0,2570.0
2021-01-25,Bogotá D.C.-Bogotá d C.,4988.0,70.0,0.0,4916.0,116.0,4800.0
2021-01-26,Bogotá D.C.-Bogotá d C.,3894.0,47.0,0.0,3843.0,86.0,3757.0
2021-01-27,Bogotá D.C.-Bogotá d C.,3766.0,25.0,0.0,3738.0,88.0,3650.0
2021-01-28,Bogotá D.C.-Bogotá d C.,3147.0,24.0,0.0,3116.0,98.0,3018.0
2021-01-29,Bogotá D.C.-Bogotá d C.,2502.0,15.0,0.0,2487.0,86.0,2401.0
2021-01-30,Bogotá D.C.-Bogotá d C.,1779.0,12.0,0.0,1767.0,39.0,1728.0
2021-01-31,Bogotá D.C.-Bogotá d C.,2429.0,15.0,0.0,2414.0,43.0,2371.0
2021-02-01,Bogotá D.C.-Bogotá d C.,2192.0,11.0,0.0,2179.0,61.0,2118.0
2021-02-02,Bogotá D.C.-Bogotá d C.,1931.0,6.0,0.0,1925.0,40.0,1885.0
2021-02-03,Bogotá D.C.-Bogotá d C.,2071.0,10.0,0.0,2061.0,32.0,2029.0
2021-02-04,Bogotá D.C.-Bogotá d C.,2127.0,5.0,0.0,2120.0,15.0,2105.0
2021-02-05,Bogotá D.C.-Bogotá d C.,731.0,0.0,0.0,731.0,2.0,729.0
2021-02-06,Bogotá D.C.-Bogotá d C.,78.0,0.0,0.0,78.0,0.0,78.0
